ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
2006,Baishnab Parida,Elected,"Friday, July 2, 2010","Friday, July 1, 2016",First Term,Odisha,,Biju Janata Dal,Male,Post Graduate,"M.A., M.Phil ; Educated at University of Calcutta and Institute of Oriental Studies, Moscow",78,94,0,627,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),65.5,1.2,335,79,86.1,0.7,351,77%,,Rajya Sabha
2007,Balavant alias Bal Apte,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",Second Term,Maharashtra,,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.M. Educated at University of Mumbai, Mumbai",80,11,0,302,73%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,23.1,0.3,240,75%,,Rajya Sabha
2008,Balbir Punj,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",Second Term,Odisha,,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.) Economics Educated at Rajdhani College, Delhi University, Delhi",70,53,0,69,85%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,55.2,0.5,260,77%,,Rajya Sabha
2009,Balihari Babu,Elected,"Monday, April 3, 2006","Friday, June 12, 2009",First Term,Uttar Pradesh,,Samajwadi Party,Male,Inter/ Higher Secondary,"Intermediate Educated at Public Inter College, Shahganj, Jaunpur (Uttar Pradesh)",68,0,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),0.4,0,0,79,0.3,0,0,82%,,Rajya Sabha
2010,Balwinder Singh Bhunder,Elected,"Tuesday, July 5, 2016",In office,Third Term,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Government Rajindra College, Bhatinda",75,72,0,658,81%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),121.1,2.1,524,79,108.7,1.7,537,82%,,Rajya Sabha
2011,Barun Mukherji,Elected,"Tuesday, November 18, 2008","Wednesday, April 2, 2014",Second Term,West Bengal,,All India Forward Bloc,Male,Doctorate,"B.Sc., B.A., M.A., B. Lib. Sc., Ph.D. and P.G.D.B.M. Educated at Bansberia H. E. School, Bansberia, Distt. Hooghly (West Bengal), Hooghly Mohsin College, Chinsurah, Calcutta University and Institute of Modern Management, Calcutta",86,47,0,15,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,55.6,0.6,156,72%,,Rajya Sabha
2012,Basawaraj Patil,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Karnataka,,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Pt-I) Educated at Government Degree College, Gulbarga Honorary Doctorate from Gulbarga University, 2011",75,111,0,239,94%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,57.4,1.3,348,73%,,Rajya Sabha
2013,Bashistha Narain Singh,Elected,"Tuesday, April 3, 2018",In office,Third Term,Bihar,,Janata Dal (United),Male,Post Graduate,"M.A. (History) Educated at Patna University, Patna",72,9,0,48,77%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),107.2,1.8,419,79,147.3,0.1,316,79%,,Rajya Sabha
2014,Beni Prasad Verma,Elected,"Tuesday, July 5, 2016",In office,First Term,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B.; Educated at Lucknow University, Lucknow, Uttar Pradesh",78,1,0,0,69%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,67.8,0.2,179,82%,,Rajya Sabha
2015,Bhagat Singh Koshyari (RS),Elected,"Wednesday, November 26, 2008","Friday, May 16, 2014",First Term,Uttarakhand,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (English) Educated at Almora College, Almora (Agra University)",77,20,1,538,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,47.7,1.5,420,89%,,Rajya Sabha
2016,Bhagirathi Majhi,Elected,"Friday, March 24, 2006","Thursday, July 1, 2010",First Term,Odisha,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Sulaipat High School, Sulaipat and Keonjhar College, Utkal University (Orissa)",65,2,0,55,94%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,11.6,0,74,77%,,Rajya Sabha
2017,Bhagwati Singh,Elected,"Monday, July 5, 2004","Sunday, July 4, 2010",First Term,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"B.A. Educated at Arjunpur, Sidholi, Sitapur and Lucknow University (Uttar Pradesh)",86,3,0,43,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,8.4,0.4,58,82%,,Rajya Sabha
2018,Bhalchandra Mungekar,Nominated,"Monday, March 22, 2010","Monday, March 21, 2016",First Term,,,Indian National Congress,Male,Doctorate,"B.A.(Hons.) in Economics, M.A.(Economics) Ph.D. ; Educated at University of Mumbai",73,82,2,300,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),62.2,1.3,338,79,27.7,0.5,92,74%,,Rajya Sabha
2019,Bharatkumar Raut,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",First Term,Maharashtra,,Shiv Sena,Male,Post Graduate,"M.A. (Politics) Educated at University of Bombay, Mumbai",66,121,1,203,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,39.1,0.7,406,75%,,Rajya Sabha
2020,Bharatsinh Prabhatsinh Parmar,Elected,"Thursday, April 10, 2008","Wednesday, April 9, 2014",First Term,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B. Com., LL.B. Educated at South Gujarat University, Bharuch (Gujarat)",61,18,0,405,66%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,36.6,0.9,324,81%,,Rajya Sabha
2021,Bhubaneswar Kalita,Elected,"Thursday, April 10, 2008","Monday, August 5, 2019",Fourth Term,Assam,,Indian National Congress,Male,Post Graduate,"M.A., LL.B. Educated at Rangia HS School, Rangia, Cotton College, Guwahati University and University Law College, Guwahati",68,75,0,307,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),122.1,2.3,584,79,107.4,1.5,521,84%,,Rajya Sabha
2022,Bhupender Yadav,Elected,"Wednesday, April 4, 2018",In office,Second Term,Rajasthan,,Bharatiya Janata Party,Male,Professional Graduate,"B.A. (Hons.), LL. B. Educated at Government College, Ajmer and Maharishi Dayanand University, Ajmer",50,107,3,270,84%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),107.2,1.8,419,79,90.4,2.8,424,85%,,Rajya Sabha
2023,Bhupinder Singh,Elected,"Thursday, June 26, 2014","Friday, July 1, 2016",First Term,Odisha,,Biju Janata Dal,Male,Post Graduate,"B.A., M.A., LL.B. Educated at Government College, Bhawanipatna, Sambalpur University, Jyoti Vihar, Burla and Lala Lajpat Rai Law College, Sambalpur",68,139,0,237,95%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),35.1,0.6,120,79,42.2,0.2,165,77%,,Rajya Sabha
2024,Bhushanlal Jangde,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Chhattisgarh,,Bharatiya Janata Party,Male,Professional Graduate,"B.A.M.S. Educated at Government Ayurveda College, Raipur",76,13,0,244,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,61.1,0,403,86%,,Rajya Sabha
2025,Bimal Jalan,Nominated,"Wednesday, August 27, 2003","Wednesday, August 26, 2009",First Term,,,Independent,Male,Doctorate,"B.A.(Hons.), B.A.(Tripos), M.A., M. Phil.,Ph. D. Educated at Presidency College, Kolkata, University of Cambridge, U.K., University of Oxford, U.K. and University of Bombay, Mumbai",78,3,0,0,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),4.3,0.1,25,79,1.3,0.1,12,74%,,Rajya Sabha
2026,Bimla Kashyap Sood,Elected,"Saturday, April 3, 2010","Saturday, April 2, 2016",First Term,Himachal Pradesh,,Bharatiya Janata Party,Female,Graduate,"B.A. ; Educated at Punjab University, Shimla",77,44,0,271,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),62.2,1.3,338,79,65.1,0,293,89%,,Rajya Sabha
636293,Binoy Viswam,Elected,"Monday, July 2, 2018",In office,First Term,Kerala,,Communist Party of India,Male,Information not available,Information not available,64,127,1,136,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,75,79,60,0.4,101,75%,,Rajya Sabha
2027,Birender Singh,Elected,"Tuesday, August 2, 2016",In office,Third Term,Haryana,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at Government College, Rohtak, Haryana and Department of Law, Chandigarh",73,3,0,38,88%,"This MP was a minister from Jul 2016 to May 2019 . Previously he was with INC. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bi (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",117.7,2.1,511,79,70.8,2.8,371,86%,,Rajya Sabha
2028,Birendra Prasad Baishya,Elected,"Thursday, June 20, 2019",In office,Second Term,Assam,,Asom Gana Parishad,Male,Post Graduate,"B.A. (Hons.), M.A. (Economics) Educated at Gauhati University, Guwahati",63,94,0,487,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),62.5,1.4,331,79,61.6,0.7,283,84%,,Rajya Sabha
2029,Bishnu Charan Das,Elected,"Saturday, July 2, 2016","Tuesday, March 21, 2017",First Term,Odisha,,Biju Janata Dal,Male,Professional Graduate,"LLB from M.S. Law College, Cuttak in 1984 Utkal University, B.A. from S.V.M. College Jagatsinghpur in 1981 Utkal University",65,1,0,36,39%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),12,0.2,48,79,5.5,0,55,77%,,Rajya Sabha
2030,Biswajit Daimary,Elected,"Thursday, April 10, 2014",In office,Second Term,Assam,,Bodoland People's Front,Male,Inter/ Higher Secondary,"Higher Secondary Educated at Kokrajhar College, Kokrajhar",48,72,0,39,68%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,114.4,1.5,531,84%,,Rajya Sabha
2031,Brij Bhushan Tiwari,Elected,"Wednesday, December 6, 2006","Sunday, July 4, 2010",Second Term,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"B.A., M.A. (Pol. Sc.), LL.B. Educated at Shivpati Inter College, Shohratgarh, St. Andrew's College, Gorakhpur and Allahabad University, Allahabad",78,31,0,84,89%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,8.4,0.4,58,82%,,Rajya Sabha
2032,Brijesh Pathak,Elected,"Wednesday, November 26, 2008","Tuesday, November 25, 2014",First Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"B.Com., LL.B., M.A. (I) Composite History Educated at Lucknow University",55,33,0,0,89%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),47.1,1.1,316,79,43.2,1.7,230,82%,,Rajya Sabha
2033,Brijlal Khabri,Elected,"Wednesday, November 26, 2008","Tuesday, November 25, 2014",First Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"M.A., LL.B. Educated at Dayanand Vedic Mahavidyalaya, Orai, Distt. Jalaun and Bundelkhand University, Jhansi, Uttar Pradesh",58,14,0,139,71%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),47.1,1.1,316,79,43.2,1.7,230,82%,,Rajya Sabha
2034,Brinda Karat,Elected,"Friday, August 19, 2005","Thursday, August 18, 2011",First Term,West Bengal,,Communist Party of India (Marxist),Female,Graduate,"Senior Cambridge, B.A. Educated at Welham Girls High School, Dehradun, Loreto House, Kolkata and Miranda House, Delhi University, Delhi",72,69,3,173,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),18.6,0.6,142,79,27.9,0.4,97,72%,,Rajya Sabha
2035,C Rangarajan,Nominated,"Saturday, August 9, 2008","Monday, August 10, 2009",First Term,,,Independent,Male,Doctorate,"B.Com. (Hons.), Ph.D. Educated at Madras University, Chennai and University of Pennsylvania, Philadelphia",87,1,0,0,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),4.3,0.1,25,79,1.3,0.1,12,74%,,Rajya Sabha
2036,C.M. Ramesh,Elected,"Tuesday, April 3, 2018",In office,Third Term,Andhra Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,54,60,1,1001,75%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),107,1.8,417,79,170.6,2.4,717,77%,,Rajya Sabha
2037,C.P. Narayanan,Elected,"Monday, July 2, 2012","Sunday, July 1, 2018",First Term,Kerala,,Communist Party of India (Marxist),Male,Post Graduate,"B.Sc. (Hons.) Mathematics, M.Sc. (Statistics) Educated at University College and Kerala University, Thiruvananthapuram",81,147,0,626,94%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),74.1,1.2,327,79,111,0.8,416,75%,,Rajya Sabha
2038,C.P. Thakur,Elected,"Thursday, April 10, 2014",In office,Second Term,Bihar,,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.D., M.R.C.P., F.R.C.P. Educated at Patna Medical College, Patna University, Bihar, Royal College of Physicians, London and Royal College of Physicians, Edinburgh and Royal College of Tropical Medicine and Hygiene, London",88,49,0,36,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,180.1,0.2,554,79%,,Rajya Sabha
2039,Ch. Sukhram Singh Yadav,Elected,"Tuesday, July 5, 2016",In office,First Term,Uttar Pradesh,,Samajwadi Party,Male,Doctorate,"DPA in 1977 from Lucknow University, B.A., M.A., LLB from Lucknow University",63,52,0,655,99%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,67.8,0.2,179,82%,,Rajya Sabha
2040,Chandan Mitra,Elected,"Wednesday, June 30, 2010","Wednesday, June 29, 2016",Second Term,Madhya Pradesh,,Bharatiya Janata Party,Male,Doctorate,"B.A. (Hons.) in Economics, M.A.(History), D.Phil. Educated at La Martiniere for Boys, Kolkata, St. Stephen's College, Delhi, Delhi University and Oxford University, U.K.",65,57,0,527,88%,"This MP has been re-elected/nominated. During his previous term, this MP was a nominated representative; the term ended on 26th Aug 2009. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",65.5,1.2,335,79,82.7,2.3,550,84%,,Rajya Sabha
2041,Chandrapal Singh Yadav,Elected,"Wednesday, November 26, 2014",In office,First Term,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"M.Sc., M.A., B.Ed., LL.B.",60,56,0,22,80%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),84.2,1.4,285,79,104.6,0.5,266,82%,,Rajya Sabha
2042,Chhaya Verma,Elected,"Thursday, June 30, 2016",In office,First Term,Chhattisgarh,,Indian National Congress,Female,Graduate,"B.A. from Takhatpur College, Madhya Pradesh",57,109,0,695,96%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,58,0,314,86%,,Rajya Sabha
2043,Chiranjeevi Konidala,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Andhra Pradesh,,Indian National Congress,Male,Graduate,"B.Com. Educated at YNM College, Narsapur, Distt. West Godavari, Andhra Pradesh",64,2,0,0,32%,"This MP was a minister from Oct 2012 to May 2014 . Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus not available for the above period. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",78.1,1.4,341,79,51.5,2.6,433,77%,,Rajya Sabha
2044,Chunibhai Kanjibhai Gohel,Elected,"Thursday, April 10, 2014",In office,First Term,Gujarat,,Bharatiya Janata Party,Male,Under Graduate,"Undergraduate Educated at Somnath College, Veraval, Gujarat",64,46,0,88,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,47.1,2.2,248,81%,,Rajya Sabha
2045,D. Kupendra Reddy,Elected,"Thursday, June 26, 2014",In office,First Term,Karnataka,,Janata Dal (Secular),Male,Under Graduate,"Under Graduation Educated at V.V. Puram College, Bangalore",59,8,0,713,64%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),90.8,1.4,308,79,72.2,1.1,389,73%,,Rajya Sabha
2046,D. Raja,Elected,"Wednesday, July 25, 2007","Wednesday, July 24, 2019",Second Term,Tamil Nadu,,Communist Party of India,Male,Professional Graduate,"B.Sc., B.Ed. Educated at University of Madras, Chennai and Department of Education, Madras",70,628,1,1396,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),117.6,2.2,583,79,164.7,1.4,751,75%,,Rajya Sabha
2047,D.P. Tripathi,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Maharashtra,,Nationalist Congress Party,Male,Post Graduate,"M.A. (Political Science) Educated at Allahabad University, Allahabad and Jawaharlal Nehru University, New Delhi",67,50,0,320,98%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,72.7,3.7,519,75%,,Rajya Sabha
2048,Dara Singh,Nominated,"Wednesday, August 27, 2003","Wednesday, August 26, 2009",First Term,,,Bharatiya Janata Party,Male,Others,Self-educated,91,0,0,19,57%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),4.3,0.1,25,79,1.3,0.1,12,74%,,Rajya Sabha
2049,Darshan Singh Yadav,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"B.Com. Educated at Azad Hind Inter College, Karhal, Mainpuri, A.K. College, Shikohabad and Agra University, Agra",75,20,0,680,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,95,0.8,298,82%,,Rajya Sabha
2050,Dasari Narayana Rao,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",Second Term,Andhra Pradesh,,Indian National Congress,Male,Graduate,"Honorary Doctorate from Andhra University, Visakhapatnam, 1986",72,0,0,0,13%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,26.4,1.3,333,77%,,Rajya Sabha
2051,Debabrata Bandyopadhyay,Elected,"Thursday, August 18, 2011","Friday, August 18, 2017",First Term,West Bengal,,All India Trinamool Congress,Male,Post Graduate,"B.A. (Hons.) Economics, M.A. (Economics) ; Educated at Presidency College, Kolkata and University of Calcutta, Kolkata",88,146,0,86,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),79.5,1.3,349,79,111,2,228,72%,,Rajya Sabha
2052,Derek O Brien,Elected,"Saturday, August 19, 2017",In office,Second Term,West Bengal,,All India Trinamool Congress,Male,Graduate,"B.A. ; Educated at Scottish Church College, Kolkata",58,256,2,616,85%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),112.9,1.8,460,79,159.3,2.8,347,72%,,Rajya Sabha
591466,Devender Paul Vats,Elected,"Tuesday, April 3, 2018",In office,First Term,Haryana,,Bharatiya Janata Party,Male,Doctorate,"M.B.B.S., M.S. Ophthalmology, Post Doctoral Training Educated at Pt. B.D. Sharma, PGIMS, Rohtak, Haryana, A.F.M.C, Pune",69,32,0,38,96%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,23.9,0.5,57,86%,,Rajya Sabha
2053,Devender T. Goud,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Andhra Pradesh,,Telugu Desam Party,Male,Graduate,"B.Com. Educated at Badruka College of Commerce, Hyderabad",66,43,0,653,68%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,51.5,2.6,433,77%,,Rajya Sabha
2054,Dharam Pal Sabharwal,Elected,"Saturday, April 10, 2004","Friday, April 9, 2010",First Term,Punjab,,Indian National Congress,Male,Graduate,"High School, Honours in Hindi (Prabhakar)",78,4,0,90,99%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),8.3,0.2,62,79,1.8,0,66,82%,,Rajya Sabha
