Title,Date,Participants,Ref.Keywords
"Discussion on the Land Ports Authority of India Bill, 2009 moved by Shri Ajay Makan (Bill Passed). ",6/5/2010,"Maken Shri Ajay,Dubey Shri Nishikant ,Meinya Dr. Thokchom,Kumar Shri Shailendra,Sampath Shri Anirudhan,Semmalai Shri S. ,Mahtab Shri Bhartruhari,Majumdar Shri Prasanta Kumar,Bajwa Shri Partap Singh,Maken Shri Ajay","Anti India,Border Fencing,Cargo Service,Foreign Trade,Goods,Infiltration,Land Acquisition,Paramilitary Forces,Road Development,Security Measures,Smuggling,Traders,North Eastern Region,Compensations,Border Areas,Customs Duty,Monitoring,Jurisdiction,Illegal Activities,Confidence Building Measures (CBM),Public amenities,Immigration Control,Tax Levy"
"Introduction of the National Road Safety and Traffic Management Board Bill, 2010. ",4/5/2010,Kamal Nath Shri ,Safety Measures
"Motion for consideration of the Energy Conservation (Amendment) Bill, 2010 (Motion Adopted and Bill Passed). ",4/5/2010,Shinde Shri Sushil Kumar,"Energy Consumption,Energy Economics,Energy Policy,Subsidies,Appellate Tribunal,Carbon Monoxide,Climate Change,Public Private Partnership (PPP)"
"Motion for consideration of the National Commission for Minority Educational Institutions (Amendment) Bill, 2009 (Motion Adopted and Bill Passed). ",4/5/2010,Sibal Shri Kapil,
"Introduction of the </span><span style=''font-size:13.0pt;font-family:AryanUnicode;mso-bidi-font-weight: bold''>Prohibition of Unfair Practices in Technical Educational Institutions, Medical Educational Institutions and University Bill, 2010. ",3/5/2010,Sibal Shri Kapil,"Admission,Capitation Fee,Higher Education,Fraudulant Practices"
"Introduction of the Educational Tribunals Bill, 2010. ",3/5/2010,Sibal Shri Kapil,"Dispute Settlement,Higher Education,Fraudulant Practices,Affiliation"
"Introduction of the Foreign Educational Institutions (Regulation of Entry and Operations) Bill, 2010. ",3/5/2010,Sibal Shri Kapil,"Higher Education,Quality Standards,Commercialisation,Fraudulant Practices"
"Introduction of the National Accreditation Regulatory Authority for Higher Educational Institutions Bill, 2010. ",3/5/2010,Sibal Shri Kapil,"Higher Education,Quality Of Education,Monitoring"
"Motion for consideration of the Employeesâ€™ State Insurance (Amendment) Bill, 2009 (Motion Adopted and Bill<span style=""mso-spacerun: yes"">  </span>Passed). ",3/5/2010,Kharge Shri Mallikarjun ,
"Motion for consideration of the Payment of Gratuity Bill, 2010 (Motion Adopted and Bill Passed). ",3/5/2010,Kharge Shri Mallikarjun ,"Act Amendment,Gratuity"
"Motion for consideration of the Clinical Establishments (Registration and Regulation) Bill, 2010 (Motion Adopted and Bill Passed). ",3/5/2010,Azad Shri Ghulam Nabi,
"Further discussion on the motion for consideration of the National Green Tribunal Bill, 2009 moved by Shri Jairam Ramesh on the 15th March, 2010 (Bill Passed). ",30-04-2010,"Kumar Shri Shailendra,Sule Supriya ,Gandhi Smt. Maneka Sanjay,Tamta Shri Pradeep,Sivasami Shri C.,Singh Shri Jagada Nand,Mandal Shri Mangani Lal,Majumdar Shri Prasanta Kumar,Rai Shri Prem Das,Tarai Shri Bibhu Prasad,Ramasubbu Shri S.S.,Dias Dr. Charles,Patasani Dr. (Prof.) Prasanna Kumar,Das Shri Bhakta Charan,Botcha Lakshmi Smt. Jhansi,Ramesh Shri Jairam","Air Pollution,Deforestation,Drinking Water,Environmental Pollution,Environmental Protection,Forest Conservation,Health Hazards,Human Rights,Industrial Accidents,Industrialization,Law Violation,Pollution Control,Public Health,Rehabilitation,Water Conservation,Water Pollution,Wildlife Protection,Compensations,Non-Governmental Organisations (NGO),Monitoring Mechanism,National Water Policy,Tribunal,Global Warming,Environmental Laws"
"Further discussion on the motion for consideration of the Finance Bill, 2010 moved by Shri Pranab Mukherjee on 28.04.2010 (Discussion Concluded and Bill Passed). ",29-04-2010,"Banerjee Shri Kalyan,Geete Shri Anant Gangaram,Chauhan Shri Dara Singh,Pal Shri Jagdambika,Singh Shri Bhupendra ,Singh Dr. Raghuvansh Prasad,Ganeshamurthi Shri A.,Ray Shri Rudramadhab ,Mandal Shri Mangani Lal,Shekhar Shri Neeraj,Majumdar Shri Prasanta Kumar,Ray Shri Bishnu Pada,Lagadapati Shri Rajagopal,Yadav Shri Hukamdeo Narayan,Maharaj Shri Satpal,Shariq Shri Sharifuddin,Botcha Lakshmi Smt. Jhansi,Rao Shri Nama Nageswara,Basheer Shri E. T. Muhammed,Patasani Dr. (Prof.) Prasanna Kumar,Vivekanand Dr. G.,Singh Shri Ganesh,Naik Dr. Sanjeev Ganesh,Sivasami Shri C.,Kumar Shri P.,Bali Ram Dr. ,Mandal Dr. Tarun,Karunakaran Shri P.,Ajmal Shri Badruddin,Chauhan Shri Mahendrasinh P.,Ahir Shri Hansraj Gangaram,Sugavanam Shri E.G.,Meghe Shri Datta Raghobaji,Kashyap Shri Virender,Solanki Dr. Kirit Premjibhai,Amlabe Shri Narayan Singh,Saroj Shri Tufani,Meinya Dr. Thokchom,Singh Shri Vijay Bahadur,Lalu Prasad Shri ,Aaron Rashid Shri J.M.,Ramasubbu Shri S.S.,Pandey Shri Gorakh Nath,Anuragi Shri Ghansyam ,Mukherjee Shri Pranab","Agricultural Production,Agricultural Sector,Black Money,Child Development,Development Programmes,Direct Tax,Economic Policy,Education,Essential Commodities,Excise Duty,Fiscal Policy,Forward Trade,Government Employees,Gross Domestic Product,Income Tax,Indira Awaas Yojana,Industrial Production,Inflation,Investments,Irrigation Projects,Malnutrition,Natural Calamities,Pay Commission,Petroleum Products,Poor,Power Shortage,Road Construction,Rural Electrification,Social Welfare,Subsidies,Tax Assessment,Tax Deduction,Tax Exemption,Tax Reforms,Unemployment Allowance,Water Conservation,LPG,Compensations,Public Distribution System (PDS),Corruption,Price Rise,Reserve Bank of India (RBI),Value Added Tax (VAT),Fund Utilization,Poverty Alleviation,MPLADS,Scams,Corporate Sector,Organic Farming,Agricultural Labourers,Prime Minister Gram Sadak Yojana (PMGSY),Economic Reforms,Foodgrains,Food Security,Service Tax,Wholesale Price Index,Centrally Sponsored Schemes,Below Poverty Line,Welfare Measures,Water Scarcity,Life Saving Drugs,Farmers' Suicide,SCs and STs welfare,Sarva Shiksha Abhiyan,Crop Procurement,Special Economic Zones,Cash Reserve Ratio (CRR),National Rural Employment Guarantee Act (NREGA)"
"Introduction and passing of the Appropriation (No. 3) Bill, 2010. ",28-04-2010,Mukherjee Shri Pranab,
"Discussion on the motion for consideration of the Finance Bill, 2010 (Under Consideration). ",28-04-2010,"Mukherjee Shri Pranab,Pathak Shri Harin,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Chowdhury Shri Bansagopal,Mahtab Shri Bhartruhari,Semmalai Shri S. ,Panda Shri Prabodh,Dubey Shri Nishikant ,Das Shri Bhakta Charan,Mahato Shri Narahari,Meghwal Shri Arjun Ram ","Agricultural Production,Black Money,Development Programmes,Economic Policy,Education,Essential Commodities,Fiscal Policy,Income Tax,Industrial Production,Inflation,Investments,Malnutrition,Natural Calamities,Poor,Subsidies,Tax Assessment,Tax Exemption,Tax Reforms,Unemployment Allowance,Indirect Taxes,Compensations,Public Distribution System (PDS),Reserve Bank of India (RBI),Value Added Tax (VAT),Fund Utilization,Poverty Alleviation,Corporate Sector,Agricultural Labourers,Economic Reforms,Foodgrains,Service Tax,Wholesale Price Index,Centrally Sponsored Schemes,Below Poverty Line,Welfare Measures,Sarva Shiksha Abhiyan,Special Economic Zones,Cash Reserve Ratio (CRR)"
"Introduction of the Wakf (Amendment) Bill, 2010. ",27-04-2010,Khurshid Shri Salman,
"Introduction and passing of the Appropriation (No. 2) Bill, 2010. ",27-04-2010,Mukherjee Shri Pranab,
"Introduction of Prevention of Torture Bill, 2010. ",26-04-2010,Mullappally Shri Ramachandran,
"Introduction of the Payment of Gratuity (Amendment) Bill, 2010. ",22-04-2010,Rawat Shri Harish Chandra Singh,
"Further discussion on the motion for consideration of the National Green Tribunal Bill, 2009 moved by Shri Jairam Ramesh on 15th March, 2010. (Discussion not concluded). ",21-04-2010,"Dikshit Shri Sandeep,Elangovan Shri T.K.S.,Deo Shri Kalikesh Narayan Singh,Dastidar Kakli Ghosh,Rajesh Shri M. B.,Singh Shri Vijay Bahadur,Semmalai Shri S. ,Chaudhary Shri Jayant,Ramesh Shri Jairam","Drinking Water,Ecological Balance,Environmental Degradation,Environmental Effects,Environmental Protection,Forest Conservation,Industrial Accidents,Industrial Pollution,Pollution,Public Health,Water Pollution,Water Resources,Wildlife Protection,Compensations,Non-Governmental Organisations (NGO),Environment Conservation,Damages,Tribunal,Global Warming,Climate Change,Environmental Laws"
"Introduction and passing of the Appropriation (Railways) No. 3 Bill, 2010. ",19-04-2010,Banerjee Kumari Mamata,
"Introduction of the National Institutes of Technology (Amendment) Bill, 2010. ",15-04-2010,Purandeswari Smt. Daggubati,"Educational Research,Research and Development,Technical Education"
"Introduction of the Clinical Establishments (Registration and Regulation) Bill, 2010. ",15-04-2010,Azad Shri Ghulam Nabi,"Medical Facilities,Quality Standards"
"Introduction of the Petroleum and Minerals Pipelines (Acquisition of Right of User in Land) Amendment Bill, 2010. ",16-03-2010,Deora Shri Milind Murli,
"Further discussion on the motion for consideration of the National Green Tribunal Bill, 2009, moved by Shri Jairam Ramesh on the 15th March, 2010 (Discussion not concluded). ",16-03-2010,Dikshit Shri Sandeep,
"Introduction of the Orissa (Alteration of Name) Bill, 2010. ",15-03-2010,Chidambaram Shri Palaniappan,
"Introduction of the Constitution (One Hundred And Thirteenth Amendment) Bill, 2010. ",15-03-2010,Chidambaram Shri Palaniappan,"Languages,Orissa"
"Introduction of the Code of Criminal Procedure (Amendment) Bill, 2010.",15-03-2010,Chidambaram Shri Palaniappan,"Act Amendment,Arrest"
"Discussion on the motion for consideration of the Green Tribunal Bill, 2009, moved by Shri Jairam Ramesh (Discussion not concluded). ",15-03-2010,"Ramesh Shri Jairam,Hegde Shri Anant Kumar,Dikshit Shri Sandeep","Air Pollution,Drinking Water,Environmental Protection,Forest Conservation,Public Health,Water Pollution,Wildlife Protection,Non-Governmental Organisations (NGO),Tribunal,Environmental Laws"
"Introduction and passing of the Appropriation (Vote on Account) Bill, 2010. ",12/3/2010,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation Bill, 2010. ",12/3/2010,Mukherjee Shri Pranab,
"Introduction of the Ancient Monuments and Archaeological Sites and Remains (Amendment and Validation) Bill, 2010 and a laid statement showing reasons for immediate legislation by the Ancient Monuments and Archaeological Sites and Remaisn (Amendment and Validation) Ordinance, 2010.",11/3/2010,Moily Shri M. Veerappa ,
"Introduction and passing of the Appropriation (Railways) Vote on Account Bill, 2010. ",9/3/2010,Banerjee Kumari Mamata,
"Introduction and passing of the Appropriation (Railways) No. 2 Bill, 2010. ",9/3/2010,Banerjee Kumari Mamata,
"Introduction and passing of the Appropriation (Railways) Bill, 2010. ",9/3/2010,Banerjee Kumari Mamata,
"Introduction of the Energy Conservation (Amendment) Bill, 2010. ",8/3/2010,Shinde Shri Sushil Kumar,
"Introduction of the State Bank of India (Amendment) Bill, 2010. ",8/3/2010,Mukherjee Shri Pranab,
"Introduction of the Finance Bill, 2010. ",26-02-2010,Mukherjee Shri Pranab,
"Introduction of the Transplantation of Human Organs (Amendment) Bill, 2009. ",18-12-2009,Azad Shri Ghulam Nabi,
"Introduction of the State Bank of India (Subsidiary Banks Laws) Amendment Bill, 2009.",18-12-2009,Palanimanickam Shri S.S.,
"Motion for consideration of the Commercial Division of High Courts Bill, 2009 (Bill Passed). ",18-12-2009,Moily Shri M. Veerappa ,"Cases Pending,Modernisation,Information Technology (IT)"
"Motion for consideration of the Civil Defence (Amendment) Bill, 2009 (Bill Passed). ",18-12-2009,Chidambaram Shri Palaniappan,"Civil Defence,Disaster Management"
"Motion for consideration of the Salaries and Allowances of Ministers (Amendment) Bill, 2009 (Bill Passed). ",18-12-2009,Chidambaram Shri Palaniappan,Travelling Allowance
"Motion for consideration of the Trade Marks (Amendment) Bill, 2009 (Bill Passed). ",18-12-2009,Scindia Shri Jyotiraditya Madhavrao,
"Motion for consideration of the Legal Metrology Bill, 2009(Bill Passed). ",18-12-2009,Thomas Prof. K.V.,
"Introduction of the Coinage Bill, 2009.",17-12-2009,Mukherjee Shri Pranab,
"Introduction of the Salaries and Allowances of Ministers (Amendment) Bill, 2009. ",17-12-2009,Chidambaram Shri Palaniappan,Travelling Allowance
"Passing of the National Capital Territory of Delhi Laws (Special Provisions) Second Bill, 2009.",16-12-2009,Reddy Shri Jaipal Sudini,
"Motion for consideration of the Payment of Gratuity (Amendment) Bill, 2009. (Motion Adopted and Bill Passed). ",16-12-2009,Kharge Shri Mallikarjun ,
"Motion for consideration of the </span><span lang=EN-GB style=''font-size:13.0pt;font-family:AryanUnicode;mso-ansi-language: EN-GB''>National Rural Employment Guarantee (Amendment) Bill, 2009 (Motion Adopted and Bill Passed).",16-12-2009,Joshi Dr. C. P.,
"Introduction of the </span><span style=''font-size:13.0pt;font-family:AryanUnicode''>Commercial Division of High Courts Bill, 2009.",16-12-2009,Moily Shri M. Veerappa ,Commercial Issues
"Introduction of the Appropriation (Railways) No. 4 Bill, 2009*. (Bill Passed). ",15-12-2009,Banerjee Kumari Mamata,
"Introduction of the National Capital Territory of Delhi Laws (Special Provisions) Second Bill, 2009. ",14-12-2009,Reddy Shri Jaipal Sudini,
"Discussion on the motion for consideration of the Competition (Amendment) Bill, 2009 (Bill Passed). ",14-12-2009,"Khurshid Shri Salman,Dubey Shri Nishikant ,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Saha Shri Anup Kumar,Misra Shri Pinaki,Majumdar Shri Prasanta Kumar,Singh Dr. Raghuvansh Prasad,Meghwal Shri Arjun Ram ,Khurshid Shri Salman","Automobile Industry,Cement Industry,Consumer Education,Consumer Prices,Consumer Protection,Electricity Tariff,Hoarding,Intellectual Property,Judges,Judiciary,Pharmaceuticals,Producers,Quality Standards,Retail Price,Social Security,Steel Industry,Subsidies,Telecommunication Industry,Textile Industry,Trade Policy,Traders,Welfare Schemes,Reserve Bank of India (RBI),Appellate Tribunal,Privatisation,Corporate Sector,Wholesale Price Index,Life Saving Drugs,Banking Sector"
"Discussion on the motion for consideration of the State Bank of Saurashtra (Repeal) and the State Bank of India (Subsidiary Banks) Amendment Bill, 2009 (Bill Passed). ",14-12-2009,"Meena Shri Namo Narain,Mahajan Smt. Sumitra,Chacko Shri P.C.,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Elangovan Shri T.K.S.,Sampath Shri Anirudhan,Mahtab Shri Bhartruhari,Singh Shri Jagada Nand,Panda Shri Prabodh,Naranbhai Shri Kachhadia,Majumdar Shri Prasanta Kumar,Ramasubbu Shri S.S.,Agarwal Shri Jai Prakash,Meena Shri Namo Narain","Act Repealment,Bank Branches,Banking Service Recruitment Boards,Banking Systems,Capital Mobilization,Economic Recession,Employees,Human Resources,Rural Areas,Self-Employment,State Bank Of India,Compensations,Reserve Bank of India (RBI),Allowances,Privatisation,Securities and Exchange Board of India (SEBI),Nationalized Bank,Bank Merger,Banking Facilities,Banking Industry"
"Introduction of the Competition (Amendment) Bill, 2009. ",11/12/2009,Khurshid Shri Salman,
"Introduction and passing of the Appropriation (No. 4) Bill, 2009. ",11/12/2009,Mukherjee Shri Pranab,
"Introduction and passing of the Jharkhand Appropriation (No. 3) Bill, 2009",11/12/2009,Meena Shri Namo Narain,
"Further discussion on the motion for consideration of the Representation of the People (Amendment) Bill, 2009, as passed by Rajya Sabha moved by Dr. M. Veerappa Moily on 2 December, 2009.",9/12/2009,"Agarwal Shri Jai Prakash,Shariq Shri Sharifuddin,Mandal Dr. Tarun,Maadam Shri Vikrambhai Arjanbhai,Moily Shri M. Veerappa ","Advertisements,Delimitation of Constituencies,Election Commission,Elections,Electoral Reforms,Minorities,Corruption,Anti-Defection Law,Photo Identity Cards,Compulsory Voting,Monitoring Mechanism,Exit Polls,Electronic Voting Machines,Bangladeshi,Women's Reservation Bill,Disqualification,Voting Rights,Criminalisation of Politics,Opinion Polls"
"Introduction of Jharkhand Contingency Fund (Amendment) Bill, 2009. ",7/12/2009,Meena Shri Namo Narain,
"Introduction of the Trade Marks (Amendment) Bill, 2009. ",4/12/2009,Scindia Shri Jyotiraditya Madhavrao,"Act Amendment,Registration"
"Introduction of Payment of Gratuity (Amendment) Bill, 2009. ",4/12/2009,Kharge Shri Mallikarjun ,Educational Institutions
"Introduction of the Essential Commodities (Amendment and Validation) Bill, 2009. ",4/12/2009,Thomas Prof. K.V.,"Price Policy,Sugarcane,Sugar Industry"
"Introduction of the State Bank of Saurashtra (Repeal) and the State Bank of India (Subsidiary Banks) Amendment Bill, 2009. ",4/12/2009,Mukherjee Shri Pranab,State Bank Of India
"Further discussion on the motion for consideration of the Representation of the People (Amendment) Bill, 2009, as passed by Rajya Sabha, moved by Dr. M. Veerappa Moily on the 2nd December, 2009 (Discussion not concluded). ",4/12/2009,"Panda Shri Prabodh,Meghwal Shri Arjun Ram ,Agarwal Shri Jai Prakash","Development Programmes,Election Commission,Elections,Electoral Reforms,Expenditure,Photo Identity Cards,Compulsory Voting"
"Discussion on the motion for consideration of the Representation of the People (Amendment) Bill, 2009, as passed by Rajya Sabha (Discussion not concluded). ",2/12/2009,"Moily Shri M. Veerappa ,Dubey Shri Nishikant ,Dikshit Shri Sandeep,Kumar Shri Shailendra,Singh Shri Rajiv Ranjan (Lalan),Banerjee Shri Kalyan,Sampath Shri Anirudhan,Elangovan Shri T.K.S.,Sethi Shri Arjun Charan,Pathak Shri Harin,Chacko Shri P.C.,Singh Dr. Raghuvansh Prasad,Panda Shri Prabodh","Advertisements,Delimitation of Constituencies,Election Commission,Elections,Electoral Reforms,Minorities,Corruption,Anti-Defection Law,Photo Identity Cards,Compulsory Voting,Monitoring Mechanism,Exit Polls,Electronic Voting Machines,Bangladeshi,Women's Reservation Bill,Disqualification,Voting Rights,Criminalisation of Politics,Opinion Polls"
"Further discussion on the motion for consideration of the Central Universities (Amendment) Bill, 2009 moved by Shri Kapil Sibal on the 30th November, 2009. ",1/12/2009,"Thakur Shri Anurag Singh,Singh Chaudhary Lal,Singh Kunwar Rewati Raman,Mahtab Shri Bhartruhari,Singh Shri Vijay Bahadur,Sharma Shri Jagdish,Biju Shri P. K.,Ramasubbu Shri S.S.,Ramshankar Dr. ,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Basheer Shri E. T. Muhammed,Das Shri Bhakta Charan,Singh Shri Bhola,Rai Shri Prem Das,Mandal Dr. Tarun,Thomas Shri P. T.,Adityanath Shri Yogi,Hussain Shri Syed Shahnawaz,Patasani Dr. (Prof.) Prasanna Kumar,Meghwal Shri Arjun Ram ,Kumar Shri Kaushalendra,Agarwal Shri Rajendra,Pal Shri Jagdambika,Kishor Shri Kamal ,Sibal Shri Kapil","Admission,Central Universities,Education,Educational Development,Educational Reforms,Educational Systems,Examinations,Higher Education,Medical Colleges,Medical Education,Quality Of Education,Recruitment,Regional Imbalances,Research and Development,Reservation Policy,Student Unions,University Grants Commission,Vice-chancellor,Globalisation,Corruption,Literacy Rate,Monitoring,Backlog Vacancies,Fund Utilization,Privatisation,Commercialisation,Incentives,Foreign Direct Investment (FDI),Foreign Universities,Indian Institute of Technology,Public Private Partnership (PPP),Self-finance Institutions"
"Introduction of the Constitution (One Hundred and Eleventh Amendment) Bill, 2009 (Insertion of new article 43B and new part IX B). ",30-11-2009,Pawar Shri Sharad Chandra Govindrao,
"Discussion on the motion for consideration of the Central Universities (Amendment) Bill, 2009 (Bill under consideration). ",30-11-2009,"Sibal Shri Kapil,Thakur Shri Anurag Singh","Higher Education,Regional Imbalances,University Grants Commission"
"Introduction of the </span>Constitution (One Hundred and Tenth Amendment) Bill, 2009 (Amendment of Article 243D). ",26-11-2009,Joshi Dr. C. P.,"Panchayats,Women Empowerment,Women's Reservation"
"Introduction of the National Rural <span lang=EN-GB style=''mso-ansi-language:EN-GB''>Employment Guarantee (Amendment) Bill, 2009. ",26-11-2009,Joshi Dr. C. P.,Employment Opportunities
"Further discussion on the motion for consideration of the Workmenâ€™s Compensation (Amendment) Bill, 2009 moved by Shri Mallikarjun Kharge on the 24th November, 2009. ",25-11-2009,"Meghwal Shri Arjun Ram ,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Banerjee Shri Kalyan,Acharia Shri Basudeb,Patasani Dr. (Prof.) Prasanna Kumar,Khaire Shri Chandrakant Bhaurao,Pandey Shri Gorakh Nath,Ray Shri Bishnu Pada,Ghatowar Shri Paban Singh,Singh Dr. Raghuvansh Prasad,Lingam Shri P.,Singh Shri Ganesh,Taviad Dr. Prabha Kishore,Singh Chaudhary Lal,Majumdar Shri Prasanta Kumar,Aaron Rashid Shri J.M.,Basheer Shri E. T. Muhammed,Pal Shri Jagdambika,Sethi Shri Arjun Charan,Chowdhury Shri Adhir Ranjan,Ramkishun Shri ,Kishor Shri Kamal ,Kharge Shri Mallikarjun ","Beedi Industry,Beedi Workers,Death,Disability Benefits,Educational Facilities,Employees State Insurance Corporation,Financial Aid,Health Insurance,Industrial Accidents,Labour Laws,Law Violation,Medical Facilities,Medical Reimbursement,Medical Treatment,Safety Measures,Social Security,Compensations,Unorganised Workers,Monitoring Mechanism,Privatisation,Hazardous Industry,Unorganised Sector,Basic Amenities,Consumer Price Index"
"Introduction of the Central Universities (Amendment) Bill, 2009. ",24-11-2009,Sibal Shri Kapil,Higher Education
"Introduction of the Constitution (One Hundred and Twelfth Amendment) Bill, 2009 (Amendment of article 243 T).",24-11-2009,Reddy Shri Jaipal Sudini,
"Further discussion on the motion for consideration of the Rubber(Amendment) Bill, 2009 moved on 6th August, 2009 (Bill Passed).",24-11-2009,"Scindia Shri Jyotiraditya Madhavrao,Hegde Shri Anant Kumar,Antony Shri Anto,Kumar Shri Shailendra,Karunakaran Shri P.,Mahtab Shri Bhartruhari,Mani Shri Jose K.,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Ray Shri Bishnu Pada,Majumdar Shri Prasanta Kumar,Thomas Shri P. T.,Chacko Shri P.C.,Manian Shri O. S.,Punia Shri P.L. ,Scindia Shri Jyotiraditya Madhavrao","Black Market,Cash Crops,Chemical Fertilizers,Disease Control,Economic Development,Employment Opportunities,Export Restrictions,Financial Aid,Health Insurance,Latex,Medical Treatment,Minimum Wage,Natural Calamities,Plant Diseases,Plantations,Price Stabilization,Production Planning,Quality Standards,Raw Materials,Rehabilitation,Rubber,Rubber Industry,Small Farmers,Storage Capacity,Subsidies,Training Centres,Training Programmes,Price Fixation Board,Fund Utilization,Monitoring Mechanism,Minimum Support Prices (MSP),Cess,Crop Insurance ,Loan Waiving,Basic Amenities,Welfare Measures,Labourers,Small and Marginal Farmers"
"Discussion on the motion for consideration of the Workmenâ€™s Compensation (Amendment) Bill, 2009 (Under Consideration). ",24-11-2009,Kharge Shri Mallikarjun ,"Death,Disability Benefits,ESI,Price Index,Reimbursement,Ships,Compensations,Welfare Measures"
"Introduction of the Civil Defence (Amendment) Bill</span><span style=''font-size:13.0pt;font-family:AryanUnicode''>, 2009. ",23-11-2009,Mullappally Shri Ramachandran,
"Introduction of the Workmenâ€™s Compensation (Amendment) Bill, 2009. ",7/8/2009,Rawat Shri Harish Chandra Singh,"Industrial Accidents,Railways"
"Introduction of the Employeesâ€™ State Insurance (Amendment) Bill, 2009.",7/8/2009,Rawat Shri Harish Chandra Singh,"Health Services,Social Security,Unorganised Sector"
"Introduction of the National Commission for Minority Educational Institutions (Amendment) Bill, 2009<span class=MsoFootnoteReference>.</span> ",7/8/2009,Sibal Shri Kapil,"Education,Minorities"
"Introduction of the Land Ports Authority of India Bill, 2009. ",7/8/2009,Maken Shri Ajay,
"Discussion on the motion for consideration of the Rubber (Amendment) Bill, 2009 (Under Consideration). ",6/8/2009,"Bansal Shri Pawan Kumar,Chavan Shri Prithviraj","Economic Development,Employment Opportunities,Plantations,Rubber,Rubber Industry,Fund Utilization"
"Discussion on the motion for consideration of the Metro Railways (Amendment) Bill, 2009. (Bill Passed). ",6/8/2009,"Reddy Shri Jaipal Sudini,Lalu Prasad Shri ,Agarwal Shri Jai Prakash,Singh Shri Rakesh,Bandyopadhyay Shri Sudip,Yadav Shri Mulayam Singh,Yadav Shri Sharad,Satpathy Shri Tathagata,Baalu Thiru Thalikkottai Rajuthevar,Acharia Shri Basudeb,Hooda Shri Deepender Singh,Mishra Shri Mahabal ,Solanki Dr. Kirit Premjibhai,Patasani Dr. (Prof.) Prasanna Kumar,Reddy Shri Jaipal Sudini","Accidents,Commonwealth Games,Fund Allocation,Gauge Conversion,Indian Railway Finance Corporation,Metro Railways,Project Implementation,Rural Areas,Transport Development,Compensations,Commercialisation,Parking Facilities,Metro Corporation"
"Introduction of Metro Railways (Amendment) Bill, 2009. ",4/8/2009,Reddy Shri Jaipal Sudini,
"Discussion on the motion for consideration of the Constitution (One Hundred and Ninth Amendment) Bill, 2009 (Amendment of article 334), as passed by Rajya Sabha, moved by Shri M. Veerappa Moily (Bill Passed). ",4/8/2009,"Moily Shri M. Veerappa ,Munda Shri Arjun ,Punia Shri P.L. ,Yadav Shri Sharad,Kumar Shri Shailendra,Bali Ram Dr. ,Naskar Shri Gobinda Chandra,Riyan Shri Baju Ban,Sethi Shri Arjun Charan,Geete Shri Anant Gangaram,Venugopal Shri P.,Singh Dr. Raghuvansh Prasad,Panda Shri Prabodh,Moily Shri M. Veerappa ","Economic And Social Development,Education,Educational Standard,Health Facilities,Medical Treatment,Reservation Policy,Social Inequality,Social Justice,Tribal Areas,Untouchability,Dalits,Scheduled Castes (SCs),Scheduled Tribes (STs),Agricultural Labourers,Basic Amenities,Sarva Shiksha Abhiyan"
